0,494
1,642
2,515
3,484
4,486
5,494
6,500
7,507
8,518
9,522
10,523
11,529
12,535
13,536
14,540
15,548
16,553
17,555
18,559
19,559
20,562
21,567
22,570
23,576
24,577
25,581
26,582
27,585
28,589
29,592
30,596
31,596
32,599
33,600
34,605
35,607
36,611
37,613
38,616
39,616
40,621
41,622
42,627
43,629
44,631
45,632
46,634
47,637
48,639
49,644
50,645
51,647
52,650
53,654
54,655
55,659
56,660
57,660
58,662
59,663
60,666
61,667
62,676
63,680
64,683
65,686
66,689
67,692
68,697
69,699
70,700
71,700
72,701
73,705
74,705
75,709
76,710
77,711
78,718
79,724
80,726
81,727
82,726
83,728
84,729
85,729
86,732
87,738
88,743
89,746
90,750
91,750
92,750
93,753
94,756
95,757
96,758
97,762
98,766
99,766
100,769
101,771
102,771
103,773
104,777
105,777
106,779
107,784
108,785
109,785
110,785
111,785
112,788
113,788
114,792
115,794
116,796
117,798
118,801
119,801
120,803
121,808
122,813
123,814
124,817
125,822
126,821
127,824
128,825
129,826
130,828
131,830
132,829
133,830
134,834
135,837
136,837
137,837
138,838
139,839
140,840
141,842
142,844
143,845
144,848
145,850
146,851
147,852
148,853
149,853
150,856
151,858
152,860
153,861
154,864
155,865
156,868
157,868
158,870
159,872
160,873
161,878
162,879
163,880
164,880
165,881
166,883
167,882
168,883
169,883
170,883
171,883
172,885
173,884
174,885
175,887
176,890
177,892
178,896
179,896
180,897
181,903
182,903
183,905
184,909
185,910
186,910
187,910
188,910
189,912
190,914
191,915
192,915
193,916
194,916
195,917
196,919
197,920
198,920
199,921
200,921
201,921
202,922
203,923
204,926
205,926
206,925
207,927
208,928
209,932
210,936
211,940
212,940
213,940
214,941
215,941
216,943
217,944
218,944
219,946
220,944
221,942
222,942
223,939
224,940
225,942
226,946
227,943
228,945
229,944
230,945
231,944
232,944
233,943
234,944
235,945
236,947
237,948
238,952
239,953
240,952
241,950
242,949
243,955
244,957
245,955
246,955
247,955
248,957
249,957
250,957
251,956
252,956
253,958
254,962
255,964
256,966
257,967
258,971
259,974
260,979
261,979
262,977
263,980
264,980
265,980
266,982
267,984
268,985
269,986
270,988
271,986
272,986
273,985
274,984
275,983
276,983
277,984
278,984
279,985
280,986
281,985
282,984
283,985
284,988
285,991
286,992
287,993
288,994
289,996
290,997
291,999
292,997
293,995
294,994
295,994
296,994
297,993
298,994
299,996
300,996
301,995
302,994
303,995
304,995
305,993
306,992
307,993
308,995
309,996
310,998
311,999
312,999
313,1002
314,1003
315,1005
316,1007
317,1007
318,1007
319,1008
320,1008
321,1009
322,1009
323,1012
324,1011
325,1011
326,1010
327,1012
328,1013
329,1013
330,1010
331,1011
332,1012
333,1012
334,1015
335,1015
336,1016
337,1016
338,1017
339,1020
340,1020
341,1021
342,1021
343,1020
344,1020
345,1022
346,1022
347,1019
348,1018
349,1018
350,1019
351,1020
352,1021
353,1020
354,1020
355,1021
356,1021
357,1021
358,1021
359,1020
360,1025
361,1032
362,1030
363,1031
364,1032
365,1033
366,1035
367,1034
368,1034
369,1037
370,1036
371,1033
372,1032
373,1032
374,1035
375,1040
376,1043
377,1043
378,1043
379,1040
380,1041
381,1039
382,1040
383,1043
384,1046
385,1046
386,1047
387,1048
388,1049
389,1054
390,1055
391,1053
392,1051
393,1053
394,1056
395,1056
396,1054
397,1048
398,1035
399,1032
400,1035
401,1047
402,1052
403,1057
404,1059
405,1036
406,1044
407,1056
408,1065
409,1063
410,1064
411,1064
412,1059
413,1058
414,1060
415,1058
416,1059
417,1060
418,1061
419,1061
420,1060
421,1061
422,1062
423,1062
424,1064
425,1065
426,1069
427,1071
428,1071
429,1069
430,1056
431,1050
432,1051
433,1058
434,1062
435,1066
436,1068
437,1069
438,1071
439,1068
440,1068
441,1069
442,1069
443,1071
444,1071
445,1073
446,1071
447,1075
448,1078
449,1080
450,1079
451,1079
452,1077
453,1077
454,1078
455,1079
456,1080
457,1082
458,1082
459,1078
460,1072
461,1078
462,1078
463,1079
464,1082
465,1086
466,1082
467,1082
468,1084
469,1085
470,1085
471,1085
472,1086
473,1086
474,1086
475,1085
476,1084
477,1084
478,1082
479,1081
480,1085
481,1085
482,1088
483,1089
484,1088
485,1088
486,1088
487,1088
488,1088
489,1091
490,1095
491,1094
492,1092
493,1094
494,1095
495,1096
496,1094
497,1093
498,1092
499,1094
500,1092
501,1082
502,1080
503,1085
,
,
,
,
,
,
,
,
,
,
,
,
,
