0,1125
1,1118
2,1110
3,1107
4,1109
5,1109
6,1112
7,1110
8,1099
9,1097
10,1097
11,1099
12,1097
13,1099
14,1098
15,1096
16,1091
17,1090
18,1089
19,1086
20,1085
21,1082
22,1075
23,1069
24,1067
25,1066
26,1067
27,1065
28,1063
29,1055
30,1051
31,1050
32,1049
33,1050
34,1052
35,1054
36,1048
37,1045
38,1045
39,1044
40,1039
41,1039
42,1037
43,1036
44,1033
45,1031
46,1030
47,1027
48,1025
49,1024
50,1023
51,1022
52,1019
53,1017
54,1016
55,1017
56,1016
57,1012
58,1010
59,1010
60,1008
61,1009
62,1008
63,1007
64,1005
65,1006
66,1003
67,1000
68,999
69,998
70,998
71,995
72,994
73,993
74,993
75,992
